"datetime","P","cloudCover","temperature","humidity","pp","icon","precipProbability","precipIntensity","dewPoint","apparentTemperature","Rad","ForecastOrNot","GHI","TOA"
2018-12-16 12:30:00,11.695,"0,75","0,22","0,605","szigetvar_gamma","partly-cloudy-day","0","0","-6,48","-1,91",197,0,84.1028,120.6084
2018-12-16 12:45:00,12.594,"0,75","0,22","0,5925","szigetvar_gamma","partly-cloudy-day","0","0","-6,73","-1,71",190,0,81.9088,117.7254
2018-12-16 13:00:00,15.793,"0,75","0,22","0,58","szigetvar_gamma","partly-cloudy-day","0","0","-6,98","-1,51",182,0,78.9185,113.9096
2018-12-16 13:15:00,18.992,"0,75","-0,2725","0,6175","szigetvar_gamma","partly-cloudy-night","0","0","-6,73","-2,0725",172,0,74.9452,109.1774
2018-12-16 13:30:00,22.19,"0,75","-0,765","0,655","szigetvar_gamma","partly-cloudy-night","0","0","-6,48","-2,635",160,0,70.0262,103.549
2018-12-16 13:45:00,22.89,"0,75","-1,2575","0,6925","szigetvar_gamma","partly-cloudy-night","0","0","-6,23","-3,1975",147,0,64.4163,97.0486
2018-12-16 14:00:00,23.79,"0,75","-1,75","0,73","szigetvar_gamma","partly-cloudy-night","0","0","-5,98","-3,76",132,0,58.1702,89.704
2018-12-16 14:15:00,22.09,"0,75","-2","0,73","szigetvar_gamma","partly-cloudy-night","0","0","-6,2325","-4,0425",116,0,51.3568,81.5465
2018-12-16 14:30:00,14.594,"0,75","-2,25","0,73","szigetvar_gamma","partly-cloudy-night","0","0","-6,485","-4,325",98,0,44.064,72.6112
2018-12-16 14:45:00,8.796,"0,75","-2,5","0,73","szigetvar_gamma","partly-cloudy-night","0","0","-6,7375","-4,6075",80,0,36.4063,62.9361
2018-12-16 15:00:00,6.097,"0,75","-2,75","0,73","szigetvar_gamma","partly-cloudy-night","0","0","-6,99","-4,89",60,0,28.5382,52.5629
2018-12-16 15:15:00,6.797,"0,585","-3,0025","0,7425","szigetvar_gamma","clear-night","0","0","-6,99","-5,1775",38,0,20.6777,41.5357
2018-12-16 15:30:00,4.298,"0,42","-3,255","0,755","szigetvar_gamma","clear-night","0","0","-6,99","-5,465",16,0,13.1478,29.9019
2018-12-16 15:45:00,0.3,"0,255","-3,5075","0,7675","szigetvar_gamma","clear-night","0","0","-6,99","-5,7525",1,0,6.4516,17.7113
2018-12-16 16:00:00,0,"0,09","-3,76","0,78","szigetvar_gamma","clear-night","0","0","-6,99","-6,04",0,0,1.4213,5.0974
2018-12-16 16:15:00,0,"0,11","-4,1175","0,795","szigetvar_gamma","clear-night","0","0","-7,1275","-6,8975",0,0,0,0
2018-12-16 16:30:00,0,"0,13","-4,475","0,81","szigetvar_gamma","clear-night","0","0","-7,265","-7,755",0,0,0,0
2018-12-16 16:45:00,0,"0,15","-4,8325","0,825","szigetvar_gamma","clear-night","0","0","-7,4025","-8,6125",0,0,0,0
2018-12-16 17:00:00,0,"0,17","-5,19","0,84","szigetvar_gamma","clear-night","0","0","-7,54","-9,47",0,0,0,0
2018-12-16 17:15:00,0,"0,2275","-5,275","0,8425","szigetvar_gamma","partly-cloudy-night","0","0","-7,57","-9,625",0,0,0,0
2018-12-16 17:30:00,0,"0,285","-5,36","0,845","szigetvar_gamma","partly-cloudy-night","0","0","-7,6","-9,78",0,0,0,0
2018-12-16 17:45:00,0,"0,3425","-5,445","0,8475","szigetvar_gamma","partly-cloudy-night","0","0","-7,63","-9,935",0,0,0,0
2018-12-16 18:00:00,0,"0,4","-5,53","0,85","szigetvar_gamma","partly-cloudy-night","0","0","-7,66","-10,09",0,0,0,0
2018-12-16 18:15:00,0,"0,4725","-5,5625","0,8525","szigetvar_gamma","partly-cloudy-night","0","0","-7,6425","-10,125",0,0,0,0
2018-12-16 18:30:00,0,"0,545","-5,595","0,855","szigetvar_gamma","partly-cloudy-night","0","0","-7,625","-10,16",0,0,0,0
2018-12-16 18:45:00,0,"0,6175","-5,6275","0,8575","szigetvar_gamma","partly-cloudy-night","0","0","-7,6075","-10,195",0,0,0,0
2018-12-16 19:00:00,0,"0,69","-5,66","0,86","szigetvar_gamma","partly-cloudy-night","0","0","-7,59","-10,23",0,0,0,0
2018-12-16 19:15:00,0,"0,7425","-5,625","0,86","szigetvar_gamma","partly-cloudy-night","0","0","-7,5675","-10,16",0,0,0,0
2018-12-16 19:30:00,0,"0,795","-5,59","0,86","szigetvar_gamma","partly-cloudy-night","0","0","-7,545","-10,09",0,0,0,0
2018-12-16 19:45:00,0,"0,8475","-5,555","0,86","szigetvar_gamma","partly-cloudy-night","0","0","-7,5225","-10,02",0,0,0,0
2018-12-16 20:00:00,0,"0,9","-5,52","0,86","szigetvar_gamma","partly-cloudy-night","0","0","-7,5","-9,95",0,0,0,0
2018-12-16 20:15:00,0,"0,9175","-5,535","0,86","szigetvar_gamma","cloudy","0","0","-7,5025","-9,895",0,0,0,0
2018-12-16 20:30:00,0,"0,935","-5,55","0,86","szigetvar_gamma","cloudy","0","0","-7,505","-9,84",0,0,0,0
2018-12-16 20:45:00,0,"0,9525","-5,565","0,86","szigetvar_gamma","cloudy","0","0","-7,5075","-9,785",0,0,0,0
2018-12-16 21:00:00,0,"0,97","-5,58","0,86","szigetvar_gamma","cloudy","0","0","-7,51","-9,73",0,0,0,0
2018-12-16 21:15:00,0,"0,9675","-5,5775","0,86","szigetvar_gamma","cloudy","0","0","-7,5125","-9,62",0,0,0,0
2018-12-16 21:30:00,0,"0,965","-5,575","0,86","szigetvar_gamma","cloudy","0","0","-7,515","-9,51",0,0,0,0
2018-12-16 21:45:00,0,"0,9625","-5,5725","0,86","szigetvar_gamma","cloudy","0","0","-7,5175","-9,4",0,0,0,0
2018-12-16 22:00:00,0,"0,96","-5,57","0,86","szigetvar_gamma","cloudy","0","0","-7,52","-9,29",0,0,0,0
2018-12-16 22:15:00,0,"0,9575","-5,41","0,86","szigetvar_gamma","cloudy","0","0","-7,3725","-9,1",0,0,0,0
2018-12-16 22:30:00,0,"0,955","-5,25","0,86","szigetvar_gamma","cloudy","0","0","-7,225","-8,91",0,0,0,0
2018-12-16 22:45:00,0,"0,9525","-5,09","0,86","szigetvar_gamma","cloudy","0","0","-7,0775","-8,72",0,0,0,0
2018-12-16 23:00:00,0,"0,95","-4,93","0,86","szigetvar_gamma","cloudy","0","0","-6,93","-8,53",0,0,0,0
2018-12-16 23:15:00,0,"0,955","-4,9","0,8625","szigetvar_gamma","cloudy","0","0","-6,8675","-8,4975",0,0,0,0
2018-12-16 23:30:00,0,"0,96","-4,87","0,865","szigetvar_gamma","cloudy","0","0","-6,805","-8,465",0,0,0,0
2018-12-16 23:45:00,0,"0,965","-4,84","0,8675","szigetvar_gamma","cloudy","0","0","-6,7425","-8,4325",0,0,0,0
2018-12-17 00:00:00,0,"0,97","-4,81","0,87","szigetvar_gamma","cloudy","0","0","-6,68","-8,4",0,0,0,0
2018-12-17 00:15:00,0,"0,975","-4,76","0,87","szigetvar_gamma","cloudy","0","0","-6,6225","-8,4525",0,0,0,0
2018-12-17 00:30:00,0,"0,98","-4,71","0,87","szigetvar_gamma","cloudy","0","0","-6,565","-8,505",0,0,0,0
2018-12-17 00:45:00,0,"0,985","-4,66","0,87","szigetvar_gamma","cloudy","0","0","-6,5075","-8,5575",0,0,0,0
2018-12-17 01:00:00,0,"0,99","-4,61","0,87","szigetvar_gamma","cloudy","0","0","-6,45","-8,61",0,0,0,0
2018-12-17 01:15:00,0,"0,9925","-4,5625","0,87","szigetvar_gamma","cloudy","0","0","-6,4125","-8,61",0,0,0,0
2018-12-17 01:30:00,0,"0,995","-4,515","0,87","szigetvar_gamma","cloudy","0","0","-6,375","-8,61",0,0,0,0
2018-12-17 01:45:00,0,"0,9975","-4,4675","0,87","szigetvar_gamma","cloudy","0","0","-6,3375","-8,61",0,0,0,0
2018-12-17 02:00:00,0,"1","-4,42","0,87","szigetvar_gamma","cloudy","0","0","-6,3","-8,61",0,0,0,0
2018-12-17 02:15:00,0,"1","-4,4025","0,8675","szigetvar_gamma","cloudy","0","0","-6,3","-8,565",0,0,0,0
2018-12-17 02:30:00,0,"1","-4,385","0,865","szigetvar_gamma","cloudy","0","0","-6,3","-8,52",0,0,0,0
2018-12-17 02:45:00,0,"1","-4,3675","0,8625","szigetvar_gamma","cloudy","0","0","-6,3","-8,475",0,0,0,0
2018-12-17 03:00:00,0,"1","-4,35","0,86","szigetvar_gamma","cloudy","0","0","-6,3","-8,43",0,0,0,0
2018-12-17 03:15:00,0,"1","-4,36","0,86","szigetvar_gamma","cloudy","0","0","-6,3175","-8,3775",0,0,0,0
2018-12-17 03:30:00,0,"1","-4,37","0,86","szigetvar_gamma","cloudy","0","0","-6,335","-8,325",0,0,0,0
2018-12-17 03:45:00,0,"1","-4,38","0,86","szigetvar_gamma","cloudy","0","0","-6,3525","-8,2725",0,0,0,0
2018-12-17 04:00:00,0,"1","-4,39","0,86","szigetvar_gamma","cloudy","0","0","-6,37","-8,22",0,0,0,0
2018-12-17 04:15:00,0,"1","-4,4825","0,855","szigetvar_gamma","fog","0","0","-6,525","-8,1975",0,0,0,0
2018-12-17 04:30:00,0,"1","-4,575","0,85","szigetvar_gamma","fog","0","0","-6,68","-8,175",0,0,0,0
2018-12-17 04:45:00,0,"1","-4,6675","0,845","szigetvar_gamma","fog","0","0","-6,835","-8,1525",0,0,0,0
2018-12-17 05:00:00,0,"1","-4,76","0,84","szigetvar_gamma","fog","0","0","-6,99","-8,13",0,0,0,0
2018-12-17 05:15:00,0,"1","-5,01","0,84","szigetvar_gamma","fog","0","0","-7,24","-8,18",0,0,0,0
2018-12-17 05:30:00,0,"1","-5,26","0,84","szigetvar_gamma","fog","0","0","-7,49","-8,23",0,0,0,0
2018-12-17 05:45:00,0,"1","-5,51","0,84","szigetvar_gamma","fog","0","0","-7,74","-8,28",0,0,0,0
2018-12-17 06:00:00,0,"1","-5,76","0,84","szigetvar_gamma","fog","0","0","-7,99","-8,33",0,0,0,0
2018-12-17 06:15:00,0,"1","-5,76","0,84","szigetvar_gamma","fog","0","0","-7,99","-8,33",0,0,0,0
2018-12-17 06:30:00,0,"1","-5,76","0,84","szigetvar_gamma","fog","0","0","-7,99","-8,33",0,0,0,0
2018-12-17 06:45:00,0,"1","-5,76","0,84","szigetvar_gamma","fog","0","0","-7,99","-8,33",0,0,0,0
2018-12-17 07:00:00,0,"1","-5,76","0,84","szigetvar_gamma","fog","0","0","-7,99","-8,33",0,0,0,0
2018-12-17 07:15:00,0,"1","-5,51","0,84","szigetvar_gamma","fog","0","0","-7,74","-8,0425",0,0,0,0
2018-12-17 07:30:00,0,"1","-5,26","0,84","szigetvar_gamma","fog","0","0","-7,49","-7,755",0,0,0,0
2018-12-17 07:45:00,0.7,"1","-5,01","0,84","szigetvar_gamma","fog","0","0","-7,24","-7,4675",10,0,1.5779,5.2194
2018-12-17 08:00:00,1.799,"1","-4,76","0,84","szigetvar_gamma","fog","0","0","-6,99","-7,18",33,0,7.1101,17.8392
2018-12-17 08:15:00,2.898,"1","-4,51","0,84","szigetvar_gamma","fog","0","0","-6,74","-6,325",54,0,14.3362,30.0151
2018-12-17 08:30:00,4.498,"1","-4,26","0,84","szigetvar_gamma","fog","0","0","-6,49","-5,47",74,0,22.2878,41.633
2018-12-17 08:45:00,7.297,"1","-4,01","0,84","szigetvar_gamma","fog","0","0","-6,24","-4,615",93,0,30.443,52.6434
2018-12-17 09:00:00,10.995,"1","-3,76","0,84","szigetvar_gamma","fog","0","0","-5,99","-3,76",111,0,38.4986,62.999
2018-12-17 09:15:00,12.694,"1","-3,76","0,84","szigetvar_gamma","fog","0","0","-5,99","-3,76",128,0,46.2634,72.6556
2018-12-17 09:30:00,12.594,"1","-3,76","0,84","szigetvar_gamma","fog","0","0","-5,99","-3,76",143,0,53.6064,81.5717
2018-12-17 09:45:00,17.692,"1","-3,76","0,84","szigetvar_gamma","fog","0","0","-5,99","-3,76",157,0,60.4304,89.7093
2018-12-17 10:00:00,21.791,"1","-3,76","0,84","szigetvar_gamma","fog","0","0","-5,99","-3,76",169,0,66.6596,97.0334
2018-12-17 10:15:00,22.99,"0,9375","-3,2575","0,8425","szigetvar_gamma","fog","0","0","-5,4875","-3,2575",179,0,72.2201,103.5127
2018-12-17 10:30:00,23.49,"0,875","-2,755","0,845","szigetvar_gamma","fog","0","0","-4,985","-2,755",188,0,77.0601,109.1195
2018-12-17 10:45:00,19.192,"0,8125","-2,2525","0,8475","szigetvar_gamma","fog","0","0","-4,4825","-2,2525",195,0,81.1523,113.8298
2018-12-17 11:00:00,18.492,"0,75","-1,75","0,85","szigetvar_gamma","fog","0","0","-3,98","-1,75",201,0,84.4653,117.6234
2018-12-17 11:15:00,24.49,"0,8125","-1,5025","0,85","szigetvar_gamma","cloudy","0","0","-3,73","-1,5025",204,0,86.9753,120.4841
2018-12-17 11:30:00,30.887,"0,875","-1,255","0,85","szigetvar_gamma","cloudy","0","0","-3,48","-1,255",206,0,88.6649,122.3995
2018-12-17 11:45:00,27.488,"0,9375","-1,0075","0,85","szigetvar_gamma","cloudy","0","0","-3,23","-1,0075",206,0,89.5226,123.3616
2018-12-17 12:00:00,25.089,"1","-0,76","0,85","szigetvar_gamma","cloudy","0","0","-2,98","-0,76",205,0,89.5433,123.3661
2018-12-17 12:15:00,25.089,"1","-0,76","0,835","szigetvar_gamma","cloudy","0","0","-3,23","-0,76",202,0,88.7271,122.4131
2018-12-17 12:30:00,26.089,"1","-0,76","0,82","szigetvar_gamma","cloudy","0","0","-3,48","-0,76",197,0,87.0802,120.5067
2018-12-17 12:45:00,26.189,"1","-0,76","0,805","szigetvar_gamma","cloudy","0","0","-3,73","-0,76",190,0,84.6144,117.6549
2018-12-17 13:00:00,23.49,"1","-0,76","0,79","szigetvar_gamma","cloudy","0","0","-3,98","-0,76",181,0,81.3475,113.87
2018-12-17 13:15:00,19.991,"1","-1,0075","0,805","szigetvar_gamma","fog","0","0","-3,98","-1,0075",171,0,77.1588,109.1682
2018-12-17 13:30:00,17.392,"1","-1,255","0,82","szigetvar_gamma","fog","0","0","-3,98","-1,255",160,0,72.0804,103.5696
2018-12-17 13:45:00,15.293,"1","-1,5025","0,835","szigetvar_gamma","fog","0","0","-3,98","-1,5025",147,0,66.299,97.0982
2018-12-17 14:00:00,13.694,"1","-1,75","0,85","szigetvar_gamma","fog","0","0","-3,98","-1,75",132,0,59.8676,89.7817
2018-12-17 14:15:00,12.295,"1","-2","0,85","szigetvar_gamma","fog","0","0","-4,23","-2,535",116,0,52.8694,81.6513
2018-12-17 14:30:00,9.696,"1","-2,25","0,85","szigetvar_gamma","fog","0","0","-4,48","-3,32",98,0,45.4037,72.7419
2018-12-17 14:45:00,7.197,"1","-2,5","0,85","szigetvar_gamma","fog","0","0","-4,73","-4,105",79,0,37.5602,63.0916
2018-12-17 15:00:00,5.498,"1","-2,75","0,85","szigetvar_gamma","fog","0","0","-4,98","-4,89",59,0,29.4919,52.7417
2018-12-17 15:15:00,3.298,"1","-2,75","0,85","szigetvar_gamma","fog","0","0","-4,98","-4,355",38,0,21.4166,41.7365
2018-12-17 15:30:00,1.199,"1","-2,75","0,85","szigetvar_gamma","fog","0","0","-4,98","-3,82",16,0,13.6615,30.1232
2018-12-17 15:45:00,0.2,"1","-2,75","0,85","szigetvar_gamma","fog","0","0","-4,98","-3,285",1,0,6.7436,17.9513
2018-12-17 16:00:00,0,"1","-2,75","0,85","szigetvar_gamma","fog","0","0","-4,98","-2,75",0,0,1.5221,5.3193
2018-12-17 16:15:00,0,"1","-3,1825","0,85","szigetvar_gamma","cloudy","0","0","-5,3925","-3,74",0,0,0,0
2018-12-17 16:30:00,0,"1","-3,615","0,85","szigetvar_gamma","cloudy","0","0","-5,805","-4,73",0,0,0,0
2018-12-17 16:45:00,0,"1","-4,0475","0,85","szigetvar_gamma","cloudy","0","0","-6,2175","-5,72",0,0,0,0
2018-12-17 17:00:00,0,"1","-4,48","0,85","szigetvar_gamma","cloudy","0","0","-6,63","-6,71",0,0,0,0
2018-12-17 17:15:00,0,"1","-4,5775","0,85","szigetvar_gamma","cloudy","0","0","-6,7325","-6,25",0,0,0,0
2018-12-17 17:30:00,0,"1","-4,675","0,85","szigetvar_gamma","cloudy","0","0","-6,835","-5,79",0,0,0,0
2018-12-17 17:45:00,0,"1","-4,7725","0,85","szigetvar_gamma","cloudy","0","0","-6,9375","-5,33",0,0,0,0
2018-12-17 18:00:00,0,"1","-4,87","0,85","szigetvar_gamma","cloudy","0","0","-7,04","-4,87",0,0,0,0
2018-12-17 18:15:00,0,"1","-4,9075","0,85","szigetvar_gamma","cloudy","0","0","-7,0825","-5,4775",0,0,0,0
2018-12-17 18:30:00,0,"1","-4,945","0,85","szigetvar_gamma","cloudy","0","0","-7,125","-6,085",0,0,0,0
2018-12-17 18:45:00,0,"1","-4,9825","0,85","szigetvar_gamma","cloudy","0","0","-7,1675","-6,6925",0,0,0,0
2018-12-17 19:00:00,0,"1","-5,02","0,85","szigetvar_gamma","cloudy","0","0","-7,21","-7,3",0,0,0,0
2018-12-17 19:15:00,0,"1","-5,0525","0,85","szigetvar_gamma","cloudy","0","0","-7,2225","-7,45",0,0,0,0
2018-12-17 19:30:00,0,"1","-5,085","0,85","szigetvar_gamma","cloudy","0","0","-7,235","-7,6",0,0,0,0
2018-12-17 19:45:00,0,"1","-5,1175","0,85","szigetvar_gamma","cloudy","0","0","-7,2475","-7,75",0,0,0,0
2018-12-17 20:00:00,0,"1","-5,15","0,85","szigetvar_gamma","cloudy","0","0","-7,26","-7,9",0,0,0,0
2018-12-17 20:15:00,0,"1","-5,17","0,8525","szigetvar_gamma","cloudy","0","0","-7,2425","-7,9925",0,0,0,0
2018-12-17 20:30:00,0,"1","-5,19","0,855","szigetvar_gamma","cloudy","0","0","-7,225","-8,085",0,0,0,0
2018-12-17 20:45:00,0,"1","-5,21","0,8575","szigetvar_gamma","cloudy","0","0","-7,2075","-8,1775",0,0,0,0
2018-12-17 21:00:00,0,"1","-5,23","0,86","szigetvar_gamma","cloudy","0","0","-7,19","-8,27",0,0,0,0
2018-12-17 21:15:00,0,"1","-5,2425","0,865","szigetvar_gamma","cloudy","0","0","-7,1425","-8,3575",0,0,0,0
2018-12-17 21:30:00,0,"1","-5,255","0,87","szigetvar_gamma","cloudy","0","0","-7,095","-8,445",0,0,0,0
2018-12-17 21:45:00,0,"1","-5,2675","0,875","szigetvar_gamma","cloudy","0","0","-7,0475","-8,5325",0,0,0,0
2018-12-17 22:00:00,0,"1","-5,28","0,88","szigetvar_gamma","cloudy","0","0","-7","-8,62",0,0,0,0
2018-12-17 22:15:00,0,"1","-4,8075","0,8775","szigetvar_gamma","cloudy","0","0","-6,5525","-8,21",0,0,0,0
2018-12-17 22:30:00,0,"1","-4,335","0,875","szigetvar_gamma","cloudy","0","0","-6,105","-7,8",0,0,0,0
2018-12-17 22:45:00,0,"1","-3,8625","0,8725","szigetvar_gamma","cloudy","0","0","-5,6575","-7,39",0,0,0,0
2018-12-17 23:00:00,0,"1","-3,39","0,87","szigetvar_gamma","cloudy","0","0","-5,21","-6,98",0,0,0,0
2018-12-17 23:15:00,0,"1","-3,6025","0,875","szigetvar_gamma","cloudy","0","0","-5,3625","-7,055",0,0,0,0
2018-12-17 23:30:00,0,"1","-3,815","0,88","szigetvar_gamma","cloudy","0","0","-5,515","-7,13",0,0,0,0
2018-12-17 23:45:00,0,"1","-4,0275","0,885","szigetvar_gamma","cloudy","0","0","-5,6675","-7,205",0,0,0,0
2018-12-18 00:00:00,0,"1","-4,24","0,89","szigetvar_gamma","cloudy","0","0","-5,82","-7,28",0,0,0,0
2018-12-18 00:15:00,0,"1","-4,4625","0,8925","szigetvar_gamma","cloudy","0","0","-6,0025","-7,3825",0,0,0,0
2018-12-18 00:30:00,0,"1","-4,685","0,895","szigetvar_gamma","cloudy","0","0","-6,185","-7,485",0,0,0,0
2018-12-18 00:45:00,0,"1","-4,9075","0,8975","szigetvar_gamma","cloudy","0","0","-6,3675","-7,5875",0,0,0,0
2018-12-18 01:00:00,0,"1","-5,13","0,9","szigetvar_gamma","cloudy","0","0","-6,55","-7,69",0,0,0,0
2018-12-18 01:15:00,0,"1","-5,3075","0,9025","szigetvar_gamma","cloudy","0","0","-6,6975","-7,2275",0,0,0,0
2018-12-18 01:30:00,0,"1","-5,485","0,905","szigetvar_gamma","cloudy","0","0","-6,845","-6,765",0,0,0,0
2018-12-18 01:45:00,0,"1","-5,6625","0,9075","szigetvar_gamma","cloudy","0","0","-6,9925","-6,3025",0,0,0,0
2018-12-18 02:00:00,0,"1","-5,84","0,91","szigetvar_gamma","cloudy","0","0","-7,14","-5,84",0,0,0,0
2018-12-18 02:15:00,0,"1","-5,9125","0,91","szigetvar_gamma","cloudy","0","0","-7,2075","-5,9125",0,0,0,0
2018-12-18 02:30:00,0,"1","-5,985","0,91","szigetvar_gamma","cloudy","0","0","-7,275","-5,985",0,0,0,0
2018-12-18 02:45:00,0,"1","-6,0575","0,91","szigetvar_gamma","cloudy","0","0","-7,3425","-6,0575",0,0,0,0
2018-12-18 03:00:00,0,"1","-6,13","0,91","szigetvar_gamma","cloudy","0","0","-7,41","-6,13",0,0,0,0
2018-12-18 03:15:00,0,"1","-6,145","0,9075","szigetvar_gamma","cloudy","0","0","-7,4375","-6,7375",0,0,0,0
2018-12-18 03:30:00,0,"1","-6,16","0,905","szigetvar_gamma","cloudy","0","0","-7,465","-7,345",0,0,0,0
2018-12-18 03:45:00,0,"1","-6,175","0,9025","szigetvar_gamma","cloudy","0","0","-7,4925","-7,9525",0,0,0,0
2018-12-18 04:00:00,0,"1","-6,19","0,9","szigetvar_gamma","cloudy","0","0","-7,52","-8,56",0,0,0,0
2018-12-18 04:15:00,0,"1","-5,8325","0,885","szigetvar_gamma","fog","0","0","-7,3875","-7,61",0,0,0,0
2018-12-18 04:30:00,0,"1","-5,475","0,87","szigetvar_gamma","fog","0","0","-7,255","-6,66",0,0,0,0
2018-12-18 04:45:00,0,"1","-5,1175","0,855","szigetvar_gamma","fog","0","0","-7,1225","-5,71",0,0,0,0
2018-12-18 05:00:00,0,"1","-4,76","0,84","szigetvar_gamma","fog","0","0","-6,99","-4,76",0,0,0,0
2018-12-18 05:15:00,0,"0,9975","-5,01","0,84","szigetvar_gamma","fog","0,0025","0,001275","-7,24","-6,2025",0,0,0,0
2018-12-18 05:30:00,0,"0,995","-5,26","0,84","szigetvar_gamma","fog","0,005","0,00255","-7,49","-7,645",0,0,0,0
2018-12-18 05:45:00,0,"0,9925","-5,51","0,84","szigetvar_gamma","fog","0,0075","0,003825","-7,74","-9,0875",0,0,0,0
2018-12-18 06:00:00,0,"0,99","-5,76","0,84","szigetvar_gamma","fog","0,01","0,0051","-7,99","-10,53",0,0,0,0
2018-12-18 06:15:00,0,"0,985","-5,0075","0,8425","szigetvar_gamma","cloudy","0,01","0,005725","-7,2375","-8,585",0,0,0,0
2018-12-18 06:30:00,0,"0,98","-4,255","0,845","szigetvar_gamma","cloudy","0,01","0,00635","-6,485","-6,64",0,0,0,0
2018-12-18 06:45:00,0,"0,975","-3,5025","0,8475","szigetvar_gamma","cloudy","0,01","0,006975","-5,7325","-4,695",0,0,0,0
2018-12-18 07:00:00,0,"0,97","-2,75","0,85","szigetvar_gamma","cloudy","0,01","0,0076","-4,98","-2,75",0,0,0,0
2018-12-18 07:15:00,0,"0,965","-2,5","0,865","szigetvar_gamma","cloudy","0,0125","0,0076","-4,48","-3,0025",0,0,0,0
2018-12-18 07:30:00,0.7,"0,96","-2,25","0,88","szigetvar_gamma","cloudy","0,015","0,0076","-3,98","-3,255",0,0,0,0
2018-12-18 07:45:00,2.998,"0,955","-2","0,895","szigetvar_gamma","cloudy","0,0175","0,0076","-3,48","-3,5075",10,0,1.2715,4.7156
2018-12-18 08:00:00,8.696,"0,95","-1,75","0,91","szigetvar_gamma","cloudy","0,02","0,0076","-2,98","-3,76",32,0,6.0709,17.2937
2018-12-18 08:15:00,20.191,"0,9","-1,75","0,88","szigetvar_gamma","partly-cloudy-day","0,015","0,0057","-3,48","-3,76",54,0,12.4691,29.4867
2018-12-18 08:30:00,19.692,"0,85","-1,75","0,85","szigetvar_gamma","partly-cloudy-day","0,01","0,0038","-3,98","-3,76",74,0,19.6224,41.1235
2018-12-18 08:45:00,22.89,"0,8","-1,75","0,82","szigetvar_gamma","partly-cloudy-day","0,005","0,0019","-4,48","-3,76",93,0,27.0526,52.1543
